IDCIDADE,NOME,UF
3843,S?o Sebasti?o,SP
3844,S?o Sebasti?o da Grama,SP
3845,S?o Sim?o,SP
3846,S?o Vicente,SP
3847,Sarapu?,SP
3848,Sarutai?,SP
3849,Sebastian?polis do Sul,SP
3850,Serra Azul,SP
3851,Serrana,SP
3852,Serra Negra,SP
3853,Sert?ozinho,SP
3854,Sete Barras,SP
3855,Sever?nia,SP
3856,Silveiras,SP
3857,Socorro,SP
3858,Sorocaba,SP
3859,Sud Mennucci,SP
3860,Sumar?,SP
3861,Suzano,SP
3862,Suzan?polis,SP
3863,Tabapu?,SP
3864,Tabatinga,SP
3865,Tabo?o da Serra,SP
3866,Taciba,SP
3867,Tagua?,SP
3868,Taia?u,SP
3869,Tai?va,SP
3870,Tamba?,SP
3871,Tanabi,SP
3872,Tapira?,SP
3873,Tapiratiba,SP
3874,Taquaral,SP
3875,Taquaritinga,SP
3876,Taquarituba,SP
3877,Taquariva?,SP
3878,Tarabai,SP
3879,Tarum?,SP
3880,Tatu?,SP
3881,Taubat?,SP
3882,Tejup?,SP
3883,Teodoro Sampaio,SP
3884,Terra Roxa,SP
3885,Tiet?,SP
3886,Timburi,SP
3887,Torre de Pedra,SP
3888,Torrinha,SP
3889,Trabiju,SP
3890,Trememb?,SP
3891,Tr?s Fronteiras,SP
3892,Tuiuti,SP
3893,Tup?,SP
3894,Tupi Paulista,SP
3895,Turi?ba,SP
3896,Turmalina,SP
3897,Ubarana,SP
3898,Ubatuba,SP
3899,Ubirajara,SP
3900,Uchoa,SP
3901,Uni?o Paulista,SP
3902,Ur?nia,SP
3903,Uru,SP
3904,Urup?s,SP
3905,Valentim Gentil,SP
3906,Valinhos,SP
3907,Valpara?so,SP
3908,Vargem,SP
3909,Vargem Grande do Sul,SP
3910,Vargem Grande Paulista,SP
3911,V?rzea Paulista,SP
3912,Vera Cruz,SP
3913,Vinhedo,SP
3914,Viradouro,SP
3915,Vista Alegre do Alto,SP
3916,Vit?ria Brasil,SP
3917,Votorantim,SP
3918,Votuporanga,SP
3919,Zacarias,SP
3920,Chavantes,SP
3921,Estiva Gerbi,SP
3922,Abati?,PR
3923,Adrian?polis,PR
3924,Agudos do Sul,PR
3925,Almirante Tamandar?,PR
3926,Altamira do Paran?,PR
3927,Alt?nia,PR
3928,Alto Paran?,PR
3929,Alto Piquiri,PR
3930,Alvorada do Sul,PR
3931,Amapor?,PR
3932,Amp?re,PR
3933,Anahy,PR
3934,Andir?,PR
3935,?ngulo,PR
3936,Antonina,PR
3937,Ant?nio Olinto,PR
3938,Apucarana,PR
3939,Arapongas,PR
3940,Arapoti,PR
3941,Arapu?,PR
3942,Araruna,PR
3943,Arauc?ria,PR
3944,Ariranha do Iva?,PR
3945,Assa?,PR
3946,Assis Chateaubriand,PR
3947,Astorga,PR
3948,Atalaia,PR
3949,Balsa Nova,PR
3950,Bandeirantes,PR
3951,Barbosa Ferraz,PR
3952,Barrac?o,PR
3953,Barra do Jacar?,PR
3954,Bela Vista da Caroba,PR
3955,Bela Vista do Para?so,PR
3956,Bituruna,PR
3957,Boa Esperan?a,PR
3958,Boa Esperan?a do Igua?u,PR
3959,Boa Ventura de S?o Roque,PR
3960,Boa Vista da Aparecida,PR
3961,Bocai?va do Sul,PR
3962,Bom Jesus do Sul,PR
3963,Bom Sucesso,PR
3964,Bom Sucesso do Sul,PR
3965,Borraz?polis,PR
3966,Braganey,PR
3967,Brasil?ndia do Sul,PR
3968,Cafeara,PR
3969,Cafel?ndia,PR
3970,Cafezal do Sul,PR
3971,Calif?rnia,PR
3972,Cambar?,PR
3973,Camb?,PR
3974,Cambira,PR
3975,Campina da Lagoa,PR
3976,Campina do Sim?o,PR
3977,Campina Grande do Sul,PR
3978,Campo Bonito,PR
3979,Campo do Tenente,PR
3980,Campo Largo,PR
3981,Campo Magro,PR
3982,Campo Mour?o,PR
3983,C?ndido de Abreu,PR
3984,Cand?i,PR
3985,Cantagalo,PR
3986,Capanema,PR
3987,Capit?o Le?nidas Marques,PR
3988,Carambe?,PR
3989,Carl?polis,PR
3990,Cascavel,PR
3991,Castro,PR
3992,Catanduvas,PR
3993,Centen?rio do Sul,PR
3994,Cerro Azul,PR
3995,C?u Azul,PR
3996,Chopinzinho,PR
3997,Cianorte,PR
3998,Cidade Ga?cha,PR
3999,Clevel?ndia,PR
4000,Colombo,PR
4001,Colorado,PR
4002,Congonhinhas,PR
4003,Conselheiro Mairinck,PR
4004,Contenda,PR
4005,Corb?lia,PR
4006,Corn?lio Proc?pio,PR
4007,Coronel Domingos Soares,PR
4008,Coronel Vivida,PR
4009,Corumbata? do Sul,PR
4010,Cruzeiro do Igua?u,PR
4011,Cruzeiro do Oeste,PR
4012,Cruzeiro do Sul,PR
4013,Cruz Machado,PR
4014,Cruzmaltina,PR
4015,Curitiba,PR
4016,Curi?va,PR
4017,Diamante do Norte,PR
4018,Diamante do Sul,PR
4019,Diamante D Oeste,PR
4020,Dois Vizinhos,PR
4021,Douradina,PR
4022,Doutor Camargo,PR
4023,En?as Marques,PR
4024,Engenheiro Beltr?o,PR
4025,Esperan?a Nova,PR
4026,Entre Rios do Oeste,PR
4027,Espig?o Alto do Igua?u,PR
4028,Farol,PR
4029,Faxinal,PR
4030,Fazenda Rio Grande,PR
4031,F?nix,PR
4032,Fernandes Pinheiro,PR
4033,Figueira,PR
4034,Flora?,PR
4035,Flor da Serra do Sul,PR
4036,Floresta,PR
4037,Florest?polis,PR
4038,Fl?rida,PR
4039,Formosa do Oeste,PR
4040,Foz do Igua?u,PR
4041,Francisco Alves,PR
4042,Francisco Beltr?o,PR
4043,Foz do Jord?o,PR
4044,General Carneiro,PR
4045,Godoy Moreira,PR
4046,Goioer?,PR
4047,Goioxim,PR
4048,Grandes Rios,PR
4049,Gua?ra,PR
4050,Guaira??,PR
4051,Guamiranga,PR
4052,Guapirama,PR
4053,Guaporema,PR
4054,Guaraci,PR
4055,Guarania?u,PR
4056,Guarapuava,PR
4057,Guaraque?aba,PR
4058,Guaratuba,PR
4059,Hon?rio Serpa,PR
4060,Ibaiti,PR
4061,Ibema,PR
4062,Ibipor?,PR
4063,Icara?ma,PR
4064,Iguara?u,PR
4065,Iguatu,PR
4066,Imba?,PR
4067,Imbituva,PR
4068,In?cio Martins,PR
4069,Inaj?,PR
4070,Indian?polis,PR
4071,Ipiranga,PR
4072,Ipor?,PR
4073,Iracema do Oeste,PR
4074,Irati,PR
4075,Iretama,PR
4076,Itaguaj?,PR
4077,Itaipul?ndia,PR
4078,Itambarac?,PR
4079,Itamb?,PR
4080,Itapejara d Oeste,PR
4081,Itaperu?u,PR
4082,Ita?na do Sul,PR
4083,Iva?,PR
4084,Ivaipor?,PR
4085,Ivat?,PR
4086,Ivatuba,PR
4087,Jaboti,PR
4088,Jacarezinho,PR
4089,Jaguapit?,PR
4090,Jaguaria?va,PR
4091,Jandaia do Sul,PR
4092,Jani?polis,PR
4093,Japira,PR
4094,Japur?,PR
4095,Jardim Alegre,PR
4096,Jardim Olinda,PR
4097,Jataizinho,PR
4098,Jesu?tas,PR
4099,Joaquim T?vora,PR
4100,Jundia? do Sul,PR
4101,Juranda,PR
4102,Jussara,PR
4103,Kalor?,PR
4104,Lapa,PR
4105,Laranjal,PR
4106,Laranjeiras do Sul,PR
4107,Le?polis,PR
4108,Lidian?polis,PR
4109,Lindoeste,PR
4110,Loanda,PR
4111,Lobato,PR
4112,Londrina,PR
4113,Luiziana,PR
4114,Lunardelli,PR
4115,Lupion?polis,PR
4116,Mallet,PR
4117,Mambor?,PR
4118,Mandagua?u,PR
4119,Mandaguari,PR
4120,Mandirituba,PR
4121,Manfrin?polis,PR
4122,Mangueirinha,PR
4123,Manoel Ribas,PR
4124,Marechal C?ndido Rondon,PR
4125,Maria Helena,PR
4126,Marialva,PR
4127,Maril?ndia do Sul,PR
4128,Marilena,PR
4129,Mariluz,PR
4130,Maring?,PR
4131,Mari?polis,PR
4132,Marip?,PR
4133,Marmeleiro,PR
4134,Marquinho,PR
4135,Marumbi,PR
4136,Matel?ndia,PR
4137,Matinhos,PR
4138,Mato Rico,PR
4139,Mau? da Serra,PR
4140,Medianeira,PR
4141,Mercedes,PR
4142,Mirador,PR
4143,Miraselva,PR
4144,Missal,PR
4145,Moreira Sales,PR
4146,Morretes,PR
4147,Munhoz de Melo,PR
4148,Nossa Senhora das Gra?as,PR
4149,Nova Alian?a do Iva?,PR
4150,Nova Am?rica da Colina,PR
4151,Nova Aurora,PR
4152,Nova Cantu,PR
4153,Nova Esperan?a,PR
4154,Nova Esperan?a do Sudoeste,PR
4155,Nova F?tima,PR
4156,Nova Laranjeiras,PR
4157,Nova Londrina,PR
4158,Nova Ol?mpia,PR
4159,Nova Santa B?rbara,PR
4160,Nova Santa Rosa,PR
4161,Nova Prata do Igua?u,PR
4162,Nova Tebas,PR
4163,Novo Itacolomi,PR
4164,Ortigueira,PR
4165,Ourizona,PR
4166,Ouro Verde do Oeste,PR
4167,Pai?andu,PR
4168,Palmas,PR
4169,Palmeira,PR
4170,Palmital,PR
4171,Palotina,PR
4172,Para?so do Norte,PR
4173,Paranacity,PR
4174,Paranagu?,PR
4175,Paranapoema,PR
4176,Paranava?,PR
4177,Pato Bragado,PR
4178,Pato Branco,PR
4179,Paula Freitas,PR
4180,Paulo Frontin,PR
4181,Peabiru,PR
4182,Perobal,PR
4183,P?rola,PR
4184,P?rola d Oeste,PR
4185,Pi?n,PR
4186,Pinhais,PR
4187,Pinhal?o,PR
4188,Pinhal de S?o Bento,PR
4189,Pinh?o,PR
4190,Pira? do Sul,PR
4191,Piraquara,PR
4192,Pitanga,PR
4193,Pitangueiras,PR
4194,Planaltina do Paran?,PR
4195,Planalto,PR
4196,Ponta Grossa,PR
4197,Pontal do Paran?,PR
4198,Porecatu,PR
4199,Porto Amazonas,PR
4200,Porto Barreiro,PR
4201,Porto Rico,PR
4202,Porto Vit?ria,PR
4203,Prado Ferreira,PR
4204,Pranchita,PR
4205,Presidente Castelo Branco,PR
4206,Primeiro de Maio,PR
4207,Prudent?polis,PR
4208,Quarto Centen?rio,PR
4209,Quatigu?,PR
4210,Quatro Barras,PR
4211,Quatro Pontes,PR
4212,Quedas do Igua?u,PR
4213,Quer?ncia do Norte,PR
4214,Quinta do Sol,PR
4215,Quitandinha,PR
4216,Ramil?ndia,PR
4217,Rancho Alegre,PR
4218,Rancho Alegre D Oeste,PR
4219,Realeza,PR
4220,Rebou?as,PR
4221,Renascen?a,PR
4222,Reserva,PR
4223,Reserva do Igua?u,PR
4224,Ribeir?o Claro,PR
4225,Ribeir?o do Pinhal,PR
4226,Rio Azul,PR
4227,Rio Bom,PR
4228,Rio Bonito do Igua?u,PR
4229,Rio Branco do Iva?,PR
4230,Rio Branco do Sul,PR
4231,Rio Negro,PR
4232,Rol?ndia,PR
4233,Roncador,PR
4234,Rondon,PR
4235,Ros?rio do Iva?,PR
4236,Sab?udia,PR
4237,Salgado Filho,PR
4238,Salto do Itarar?,PR
4239,Salto do Lontra,PR
4240,Santa Am?lia,PR
4241,Santa Cec?lia do Pav?o,PR
4242,Santa Cruz de Monte Castelo,PR
4243,Santa F?,PR
4244,Santa Helena,PR
4245,Santa In?s,PR
4246,Santa Isabel do Iva?,PR
4247,Santa Izabel do Oeste,PR
4248,Santa L?cia,PR
4249,Santa Maria do Oeste,PR
4250,Santa Mariana,PR
4251,Santa M?nica,PR
4252,Santana do Itarar?,PR
4253,Santa Tereza do Oeste,PR
4254,Santa Terezinha de Itaipu,PR
4255,Santo Ant?nio da Platina,PR
4256,Santo Ant?nio do Caiu?,PR
4257,Santo Ant?nio do Para?so,PR
4258,Santo Ant?nio do Sudoeste,PR
4259,Santo In?cio,PR
4260,S?o Carlos do Iva?,PR
4261,S?o Jer?nimo da Serra,PR
4262,S?o Jo?o,PR
4263,S?o Jo?o do Caiu?,PR
4264,S?o Jo?o do Iva?,PR
4265,S?o Jo?o do Triunfo,PR
4266,S?o Jorge d Oeste,PR
4267,S?o Jorge do Iva?,PR
4268,S?o Jorge do Patroc?nio,PR
4269,S?o Jos? da Boa Vista,PR
4270,S?o Jos? das Palmeiras,PR
4271,S?o Jos? dos Pinhais,PR
4272,S?o Manoel do Paran?,PR
4273,S?o Mateus do Sul,PR
4274,S?o Miguel do Igua?u,PR
4275,S?o Pedro do Igua?u,PR
4276,S?o Pedro do Iva?,PR
4277,S?o Pedro do Paran?,PR
4278,S?o Sebasti?o da Amoreira,PR
4279,S?o Tom?,PR
4280,Sapopema,PR
4281,Sarandi,PR
4282,Saudade do Igua?u,PR
4283,Seng?s,PR
4284,Serran?polis do Igua?u,PR
4285,Sertaneja,PR
4286,Sertan?polis,PR
4287,Siqueira Campos,PR
4288,Sulina,PR
4289,Tamarana,PR
4290,Tamboara,PR
4291,Tapejara,PR
4292,Tapira,PR
4293,Teixeira Soares,PR
4294,Tel?maco Borba,PR
4295,Terra Boa,PR
4296,Terra Rica,PR
4297,Terra Roxa,PR
4298,Tibagi,PR
4299,Tijucas do Sul,PR
4300,Toledo,PR
4301,Tomazina,PR
4302,Tr?s Barras do Paran?,PR
4303,Tunas do Paran?,PR
4304,Tuneiras do Oeste,PR
4305,Tup?ssi,PR
4306,Turvo,PR
4307,Ubirat?,PR
4308,Umuarama,PR
4309,Uni?o da Vit?ria,PR
4310,Uniflor,PR
4311,Ura?,PR
4312,Wenceslau Braz,PR
4313,Ventania,PR
4314,Vera Cruz do Oeste,PR
4315,Ver?,PR
4316,Alto Para?so,PR
4317,Doutor Ulysses,PR
4318,Virmond,PR
4319,Vitorino,PR
4320,Xambr?,PR
4321,Abdon Batista,SC
4322,Abelardo Luz,SC
4323,Agrol?ndia,SC
4324,Agron?mica,SC
4325,?gua Doce,SC
4326,?guas de Chapec?,SC
4327,?guas Frias,SC
4328,?guas Mornas,SC
4329,Alfredo Wagner,SC
4330,Alto Bela Vista,SC
4331,Anchieta,SC
4332,Angelina,SC
4333,Anita Garibaldi,SC
4334,Anit?polis,SC
4335,Ant?nio Carlos,SC
4336,Api?na,SC
4337,Arabut?,SC
4338,Araquari,SC
4339,Ararangu?,SC
4340,Armaz?m,SC
4341,Arroio Trinta,SC
4342,Arvoredo,SC
4343,Ascurra,SC
4344,Atalanta,SC
4345,Aurora,SC
4346,Balne?rio Arroio do Silva,SC
4347,Balne?rio Cambori?,SC
4348,Balne?rio Barra do Sul,SC
4349,Balne?rio Gaivota,SC
4350,Bandeirante,SC
4351,Barra Bonita,SC
4352,Barra Velha,SC
4353,Bela Vista do Toldo,SC
4354,Belmonte,SC
4355,Benedito Novo,SC
4356,Bigua?u,SC
4357,Blumenau,SC
4358,Bocaina do Sul,SC
4359,Bombinhas,SC
4360,Bom Jardim da Serra,SC
4361,Bom Jesus,SC
4362,Bom Jesus do Oeste,SC
4363,Bom Retiro,SC
4364,Botuver?,SC
4365,Bra?o do Norte,SC
4366,Bra?o do Trombudo,SC
4367,Brun?polis,SC
4368,Brusque,SC
4369,Ca?ador,SC
4370,Caibi,SC
4371,Calmon,SC
4372,Cambori?,SC
4373,Cap?o Alto,SC
4374,Campo Alegre,SC
4375,Campo Belo do Sul,SC
4376,Campo Er?,SC
4377,Campos Novos,SC
4378,Canelinha,SC
4379,Canoinhas,SC
4380,Capinzal,SC
4381,Capivari de Baixo,SC
4382,Catanduvas,SC
4383,Caxambu do Sul,SC
4384,Celso Ramos,SC
4385,Cerro Negro,SC
4386,Chapad?o do Lageado,SC
4387,Chapec?,SC
4388,Cocal do Sul,SC
4389,Conc?rdia,SC
4390,Cordilheira Alta,SC
4391,Coronel Freitas,SC
4392,Coronel Martins,SC
4393,Corup?,SC
4394,Correia Pinto,SC
4395,Crici?ma,SC
4396,Cunha Por?,SC
4397,Cunhata?,SC
4398,Curitibanos,SC
4399,Descanso,SC
4400,Dion?sio Cerqueira,SC
4401,Dona Emma,SC
4402,Doutor Pedrinho,SC
4403,Entre Rios,SC
4404,Ermo,SC
4405,Erval Velho,SC
4406,Faxinal dos Guedes,SC
4407,Flor do Sert?o,SC
4408,Florian?polis,SC
4409,Formosa do Sul,SC
4410,Forquilhinha,SC
4411,Fraiburgo,SC
4412,Frei Rog?rio,SC
4413,Galv?o,SC
4414,Garopaba,SC
4415,Garuva,SC
4416,Gaspar,SC
4417,Governador Celso Ramos,SC
4418,Gr?o Par?,SC
4419,Gravatal,SC
4420,Guabiruba,SC
4421,Guaraciaba,SC
4422,Guaramirim,SC
4423,Guaruj? do Sul,SC
4424,Guatamb?,SC
4425,Herval d Oeste,SC
4426,Ibiam,SC
4427,Ibicar?,SC
4428,Ibirama,SC
4429,I?ara,SC
4430,Ilhota,SC
4431,Imaru?,SC
4432,Imbituba,SC
4433,Imbuia,SC
4434,Indaial,SC
4435,Iomer?,SC
4436,Ipira,SC
4437,Ipor? do Oeste,SC
4438,Ipua?u,SC
4439,Ipumirim,SC
4440,Iraceminha,SC
4441,Irani,SC
4442,Irati,SC
4443,Irine?polis,SC
4444,It?,SC
4445,Itai?polis,SC
4446,Itaja?,SC
4447,Itapema,SC
4448,Itapiranga,SC
4449,Itapo?,SC
4450,Ituporanga,SC
4451,Jabor?,SC
4452,Jacinto Machado,SC
4453,Jaguaruna,SC
4454,Jaragu? do Sul,SC
4455,Jardin?polis,SC
4456,Joa?aba,SC
4457,Joinville,SC
4458,Jos? Boiteux,SC
4459,Jupi?,SC
4460,Lacerd?polis,SC
4461,Lages,SC
4462,Laguna,SC
4463,Lajeado Grande,SC
4464,Laurentino,SC
4465,Lauro Muller,SC
4466,Lebon R?gis,SC
4467,Leoberto Leal,SC
4468,Lind?ia do Sul,SC
4469,Lontras,SC
4470,Luiz Alves,SC
4471,Luzerna,SC
4472,Macieira,SC
4473,Mafra,SC
4474,Major Gercino,SC
4475,Major Vieira,SC
4476,Maracaj?,SC
4477,Maravilha,SC
4478,Marema,SC
4479,Massaranduba,SC
4480,Matos Costa,SC
4481,Meleiro,SC
4482,Mirim Doce,SC
4483,Modelo,SC
4484,Monda?,SC
4485,Monte Carlo,SC
4486,Monte Castelo,SC
4487,Morro da Fuma?a,SC
4488,Morro Grande,SC
4489,Navegantes,SC
4490,Nova Erechim,SC
4491,Nova Itaberaba,SC
4492,Nova Trento,SC
4493,Nova Veneza,SC
4494,Novo Horizonte,SC
4495,Orleans,SC
4496,Otac?lio Costa,SC
4497,Ouro,SC
4498,Ouro Verde,SC
4499,Paial,SC
4500,Painel,SC
4501,Palho?a,SC
4502,Palma Sola,SC
4503,Palmeira,SC
4504,Palmitos,SC
4505,Papanduva,SC
4506,Para?so,SC
4507,Passo de Torres,SC
4508,Passos Maia,SC
4509,Paulo Lopes,SC
4510,Pedras Grandes,SC
4511,Penha,SC
4512,Peritiba,SC
4513,Petrol?ndia,SC
4514,Balne?rio Pi?arras,SC
4515,Pinhalzinho,SC
4516,Pinheiro Preto,SC
4517,Piratuba,SC
4518,Planalto Alegre,SC
4519,Pomerode,SC
4520,Ponte Alta,SC
4521,Ponte Alta do Norte,SC
4522,Ponte Serrada,SC
4523,Porto Belo,SC
4524,Porto Uni?o,SC
4525,Pouso Redondo,SC
4526,Praia Grande,SC
4527,Presidente Castello Branco,SC
4528,Presidente Get?lio,SC
4529,Presidente Nereu,SC
4530,Princesa,SC
4531,Quilombo,SC
4532,Rancho Queimado,SC
4533,Rio das Antas,SC
4534,Rio do Campo,SC
4535,Rio do Oeste,SC
4536,Rio dos Cedros,SC
4537,Rio do Sul,SC
4538,Rio Fortuna,SC
4539,Rio Negrinho,SC
4540,Rio Rufino,SC
4541,Riqueza,SC
4542,Rodeio,SC
4543,Romel?ndia,SC
4544,Salete,SC
4545,Saltinho,SC
4546,Salto Veloso,SC
4547,Sang?o,SC
4548,Santa Cec?lia,SC
4549,Santa Helena,SC
4550,Santa Rosa de Lima,SC
4551,Santa Rosa do Sul,SC
4552,Santa Terezinha,SC
4553,Santa Terezinha do Progresso,SC
4554,Santiago do Sul,SC
4555,Santo Amaro da Imperatriz,SC
4556,S?o Bernardino,SC
4557,S?o Bento do Sul,SC
4558,S?o Bonif?cio,SC
4559,S?o Carlos,SC
4560,S?o Cristov?o do Sul,SC
4561,S?o Domingos,SC
4562,S?o Francisco do Sul,SC
4563,S?o Jo?o do Oeste,SC
4564,S?o Jo?o Batista,SC
4565,S?o Jo?o do Itaperi?,SC
4566,S?o Jo?o do Sul,SC
4567,S?o Joaquim,SC
4568,S?o Jos?,SC
4569,S?o Jos? do Cedro,SC
4570,S?o Jos? do Cerrito,SC
4571,S?o Louren?o do Oeste,SC
4572,S?o Ludgero,SC
4573,S?o Martinho,SC
4574,S?o Miguel da Boa Vista,SC
4575,S?o Miguel do Oeste,SC
4576,S?o Pedro de Alc?ntara,SC
4577,Saudades,SC
4578,Schroeder,SC
4579,Seara,SC
4580,Serra Alta,SC
4581,Sider?polis,SC
4582,Sombrio,SC
4583,Sul Brasil,SC
4584,Tai?,SC
4585,Tangar?,SC
4586,Tigrinhos,SC
4587,Tijucas,SC
4588,Timb? do Sul,SC
4589,Timb?,SC
4590,Timb? Grande,SC
4591,Tr?s Barras,SC
4592,Treviso,SC
4593,Treze de Maio,SC
4594,Treze T?lias,SC
4595,Trombudo Central,SC
4596,Tubar?o,SC
4597,Tun?polis,SC
4598,Turvo,SC
4599,Uni?o do Oeste,SC
4600,Urubici,SC
4601,Urupema,SC
4602,Urussanga,SC
4603,Varge?o,SC
4604,Vargem,SC
4605,Vargem Bonita,SC
4606,Vidal Ramos,SC
4607,Videira,SC
4608,Vitor Meireles,SC
4609,Witmarsum,SC
4610,Xanxer?,SC
4611,Xavantina,SC
4612,Xaxim,SC
4613,Zort?a,SC
4614,Acegu?,RS
4615,?gua Santa,RS
4616,Agudo,RS
4617,Ajuricaba,RS
4618,Alecrim,RS
4619,Alegrete,RS
4620,Alegria,RS
4621,Almirante Tamandar? do Sul,RS
4622,Alpestre,RS
4623,Alto Alegre,RS
4624,Alto Feliz,RS
4625,Alvorada,RS
4626,Amaral Ferrador,RS
4627,Ametista do Sul,RS
4628,Andr? da Rocha,RS
4629,Anta Gorda,RS
4630,Ant?nio Prado,RS
4631,Arambar?,RS
4632,Araric?,RS
4633,Aratiba,RS
4634,Arroio do Meio,RS
4635,Arroio do Sal,RS
4636,Arroio do Padre,RS
4637,Arroio dos Ratos,RS
4638,Arroio do Tigre,RS
4639,Arroio Grande,RS
4640,Arvorezinha,RS
4641,Augusto Pestana,RS
4642,?urea,RS
4643,Bag?,RS
4644,Balne?rio Pinhal,RS
4645,Bar?o,RS
4646,Bar?o de Cotegipe,RS
4647,Bar?o do Triunfo,RS
4648,Barrac?o,RS
4649,Barra do Guarita,RS
4650,Barra do Quara?,RS
4651,Barra do Ribeiro,RS
4652,Barra do Rio Azul,RS
4653,Barra Funda,RS
4654,Barros Cassal,RS
4655,Benjamin Constant do Sul,RS
4656,Bento Gon?alves,RS
4657,Boa Vista das Miss?es,RS
4658,Boa Vista do Buric?,RS
4659,Boa Vista do Cadeado,RS
4660,Boa Vista do Incra,RS
4661,Boa Vista do Sul,RS
4662,Bom Jesus,RS
4663,Bom Princ?pio,RS
4664,Bom Progresso,RS
4665,Bom Retiro do Sul,RS
4666,Boqueir?o do Le?o,RS
4667,Bossoroca,RS
4668,Bozano,RS
4669,Braga,RS
4670,Brochier,RS
4671,Buti?,RS
4672,Ca?apava do Sul,RS
4673,Cacequi,RS
4674,Cachoeira do Sul,RS
4675,Cachoeirinha,RS
4676,Cacique Doble,RS
4677,Caibat?,RS
4678,Cai?ara,RS
4679,Camaqu?,RS
4680,Camargo,RS
4681,Cambar? do Sul,RS
4682,Campestre da Serra,RS
4683,Campina das Miss?es,RS
4684,Campinas do Sul,RS
4685,Campo Bom,RS
4686,Campo Novo,RS
4687,Campos Borges,RS
4688,Candel?ria,RS
4689,C?ndido God?i,RS
4690,Candiota,RS
4691,Canela,RS
4692,Cangu?u,RS
4693,Canoas,RS
4694,Canudos do Vale,RS
4695,Cap?o Bonito do Sul,RS
4696,Cap?o da Canoa,RS
4697,Cap?o do Cip?,RS
4698,Cap?o do Le?o,RS
4699,Capivari do Sul,RS
4700,Capela de Santana,RS
4701,Capit?o,RS
4702,Carazinho,RS
4703,Cara?,RS
4704,Carlos Barbosa,RS
4705,Carlos Gomes,RS
4706,Casca,RS
4707,Caseiros,RS
4708,Catu?pe,RS
4709,Caxias do Sul,RS
4710,Centen?rio,RS
4711,Cerrito,RS
4712,Cerro Branco,RS
4713,Cerro Grande,RS
4714,Cerro Grande do Sul,RS
4715,Cerro Largo,RS
4716,Chapada,RS
4717,Charqueadas,RS
4718,Charrua,RS
4719,Chiapetta,RS
4720,Chu?,RS
4721,Chuvisca,RS
4722,Cidreira,RS
4723,Cir?aco,RS
4724,Colinas,RS
4725,Colorado,RS
4726,Condor,RS
4727,Constantina,RS
4728,Coqueiro Baixo,RS
4729,Coqueiros do Sul,RS
4730,Coronel Barros,RS
4731,Coronel Bicaco,RS
4732,Coronel Pilar,RS
4733,Cotipor?,RS
4734,Coxilha,RS
4735,Crissiumal,RS
4736,Cristal,RS
4737,Cristal do Sul,RS
4738,Cruz Alta,RS
4739,Cruzaltense,RS
4740,Cruzeiro do Sul,RS
4741,David Canabarro,RS
4742,Derrubadas,RS
4743,Dezesseis de Novembro,RS
4744,Dilermando de Aguiar,RS
4745,Dois Irm?os,RS
4746,Dois Irm?os das Miss?es,RS
4747,Dois Lajeados,RS
4748,Dom Feliciano,RS
4749,Dom Pedro de Alc?ntara,RS
4750,Dom Pedrito,RS
4751,Dona Francisca,RS
4752,Doutor Maur?cio Cardoso,RS
4753,Doutor Ricardo,RS
4754,Eldorado do Sul,RS
4755,Encantado,RS
4756,Encruzilhada do Sul,RS
4757,Engenho Velho,RS
4758,Entre-Iju?s,RS
4759,Entre Rios do Sul,RS
4760,Erebango,RS
4761,Erechim,RS
4762,Ernestina,RS
4763,Herval,RS
4764,Erval Grande,RS
4765,Erval Seco,RS
4766,Esmeralda,RS
4767,Esperan?a do Sul,RS
4768,Espumoso,RS
4769,Esta??o,RS
4770,Est?ncia Velha,RS
4771,Esteio,RS
4772,Estrela,RS
4773,Estrela Velha,RS
4774,Eug?nio de Castro,RS
4775,Fagundes Varela,RS
4776,Farroupilha,RS
4777,Faxinal do Soturno,RS
4778,Faxinalzinho,RS
4779,Fazenda Vilanova,RS
4780,Feliz,RS
4781,Flores da Cunha,RS
4782,Floriano Peixoto,RS
4783,Fontoura Xavier,RS
4784,Formigueiro,RS
4785,Forquetinha,RS
4786,Fortaleza dos Valos,RS
4787,Frederico Westphalen,RS
4788,Garibaldi,RS
4789,Garruchos,RS
4790,Gaurama,RS
4791,General C?mara,RS
4792,Gentil,RS
4793,Get?lio Vargas,RS
4794,Giru?,RS
4795,Glorinha,RS
4796,Gramado,RS
4797,Gramado dos Loureiros,RS
4798,Gramado Xavier,RS
4799,Gravata?,RS
4800,Guabiju,RS
4801,Gua?ba,RS
4802,Guapor?,RS
4803,Guarani das Miss?es,RS
4804,Harmonia,RS
4805,Herveiras,RS
4806,Horizontina,RS
4807,Hulha Negra,RS
4808,Humait?,RS
4809,Ibarama,RS
4810,Ibia??,RS
4811,Ibiraiaras,RS
4812,Ibirapuit?,RS
4813,Ibirub?,RS
4814,Igrejinha,RS
4815,Iju?,RS
4816,Il?polis,RS
4817,Imb?,RS
4818,Imigrante,RS
4819,Independ?ncia,RS
4820,Inhacor?,RS
4821,Ip?,RS
4822,Ipiranga do Sul,RS
4823,Ira?,RS
4824,Itaara,RS
4825,Itacurubi,RS
4826,Itapuca,RS
4827,Itaqui,RS
4828,Itati,RS
4829,Itatiba do Sul,RS
4830,Ivor?,RS
4831,Ivoti,RS
4832,Jaboticaba,RS
